attack,fpr,mean_tpr,sample_std_tpr
compression_rate,0.92,0.9479166666666666,0.005966895436140417
compression_rate,0.922,0.9505208333333334,0.008131507810414582
compression_rate,0.924,0.9505208333333334,0.008131507810414582
compression_rate,0.926,0.953125,0.0067658234670659265
compression_rate,0.928,0.953125,0.0067658234670659265
compression_rate,0.93,0.95703125,0.01171875
compression_rate,0.932,0.95703125,0.01171875
compression_rate,0.934,0.95703125,0.01171875
compression_rate,0.936,0.95703125,0.01171875
compression_rate,0.9380000000000001,0.9583333333333334,0.009830513587592123
compression_rate,0.9400000000000001,0.9583333333333334,0.009830513587592123
compression_rate,0.9420000000000001,0.9583333333333334,0.009830513587592123
compression_rate,0.9440000000000001,0.9583333333333334,0.009830513587592123
compression_rate,0.9460000000000001,0.9609375,0.010334966058846057
compression_rate,0.9480000000000001,0.9609375,0.010334966058846057
compression_rate,0.9500000000000001,0.9609375,0.010334966058846057
compression_rate,0.9520000000000001,0.9609375,0.010334966058846057
compression_rate,0.9540000000000001,0.9635416666666666,0.011933790872280834
compression_rate,0.9560000000000001,0.9635416666666666,0.011933790872280834
compression_rate,0.9580000000000001,0.9674479166666666,0.01578692142315383
compression_rate,0.96,0.9674479166666666,0.01578692142315383
compression_rate,0.962,0.96875,0.014084184669781208
compression_rate,0.964,0.96875,0.014084184669781208
compression_rate,0.966,0.9713541666666666,0.013718299157360338
compression_rate,0.968,0.9713541666666666,0.013718299157360338
compression_rate,0.97,0.97265625,0.01171875
compression_rate,0.972,0.97265625,0.01171875
compression_rate,0.974,0.9752604166666666,0.013718299157360338
compression_rate,0.976,0.9752604166666666,0.013718299157360338
compression_rate,0.978,0.9791666666666666,0.013718299157360338
compression_rate,0.98,0.9791666666666666,0.013718299157360338
compression_rate,0.982,0.9869791666666666,0.004510548978043951
compression_rate,0.984,0.9869791666666666,0.004510548978043951
compression_rate,0.986,0.9869791666666666,0.004510548978043951
compression_rate,0.988,0.9869791666666666,0.004510548978043951
compression_rate,0.99,0.9908854166666666,0.004510548978043951
compression_rate,0.992,0.9908854166666666,0.004510548978043951
compression_rate,0.994,0.9947916666666666,0.004510548978043951
compression_rate,0.996,0.9947916666666666,0.004510548978043951
compression_rate,0.998,0.9947916666666666,0.004510548978043951
compression_rate,1.0,1.0,0.0
vocabulary_overlap,0.0,0.033854166666666664,0.025415652729092623
vocabulary_overlap,0.002,0.033854166666666664,0.025415652729092623
